movie_id,genre_drama,genre_comedy,genre_action,genre_thriller,genre_romance,genre_crime,genre_adventure,genre_animation,genre_fantasy,genre_family,genre_sci_fi,genre_mystery,genre_horror,genre_documentary,genre_biography,genre_history,genre_music,genre_sport,genre_war,genre_short,imdb_score_norm,hidden_gem_norm,runtime_norm,is_movie
62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.35632183908045983,0.3695652173913043,0.25,0.25
63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.32758620689655177,0.1358695652173913,0.16666666666666666,0.25
64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4022988505747127,0.19021739130434778,0.16666666666666666,0.25
65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32758620689655177,0.3967391304347826,0.16666666666666666,0.25
66,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2873563218390805,0.4021739130434782,0.16666666666666666,0.25
67,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21839080459770113,0.36413043478260865,0.16666666666666666,0.25
68,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4080459770114943,0.19021739130434778,0.16666666666666666,0.25
69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26436781609195403,0.3858695652173913,0.16666666666666666,0.25
70,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3045977011494253,0.40760869565217384,0.16666666666666666,0.25
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758620689655173,0.3967391304347826,0.16666666666666666,0.25
72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29885057471264376,0.16304347826086957,0.16666666666666666,0.25
73,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37356321839080464,0.42391304347826086,0.25,0.25
